https://s-ishizaki.sakura.ne.jp/sample/04/index-test-1-none.html,desktop,0.93,0.78,1.1 s,0.88,1.3 s,0.78,1.1 s,0.79,1.6 s
https://s-ishizaki.sakura.ne.jp/sample/04/index-test-1-none.html,mobile,0.72,0.34,3.5 s,0.37,4.5 s,0.62,3.5 s,0.45,6.1 s
https://s-ishizaki.sakura.ne.jp/sample/04/index-test-1-auto.html,desktop,0.93,0.79,1.1 s,0.87,1.3 s,0.79,1.1 s,0.83,1.5 s
https://s-ishizaki.sakura.ne.jp/sample/04/index-test-1-auto.html,mobile,0.77,0.47,3.1 s,0.43,4.3 s,0.73,3.1 s,0.7,4.7 s
https://s-ishizaki.sakura.ne.jp/sample/04/index-test-1-auto-all.html,desktop,0.92,0.84,1.0 s,0.84,1.4 s,0.84,1.0 s,0.86,1.4 s
https://s-ishizaki.sakura.ne.jp/sample/04/index-test-1-auto-all.html,mobile,0.75,0.48,3.0 s,0.43,4.2 s,0.74,3.0 s,0.76,4.3 s
https://s-ishizaki.sakura.ne.jp/sample/04/index-test-2-none.html,desktop,0.9,0.64,1.4 s,0.81,1.5 s,0.64,1.4 s,0.88,1.4 s
https://s-ishizaki.sakura.ne.jp/sample/04/index-test-2-none.html,mobile,0.69,0.22,4.0 s,0.2,5.4 s,0.48,4.0 s,0.68,4.8 s
https://s-ishizaki.sakura.ne.jp/sample/04/index-test-2-auto.html,desktop,0.91,0.64,1.4 s,0.82,1.4 s,0.64,1.4 s,0.88,1.4 s
https://s-ishizaki.sakura.ne.jp/sample/04/index-test-2-auto.html,mobile,0.83,0.47,3.1 s,0.54,3.8 s,0.73,3.1 s,0.93,3.1 s
https://s-ishizaki.sakura.ne.jp/sample/04/index-test-2-auto-all.html,desktop,0.91,0.67,1.3 s,0.82,1.4 s,0.67,1.3 s,0.89,1.3 s
https://s-ishizaki.sakura.ne.jp/sample/04/index-test-2-auto-all.html,mobile,0.72,0.28,3.8 s,0.36,4.5 s,0.55,3.8 s,0.84,3.8 s
https://s-ishizaki.sakura.ne.jp/sample/04/index-test-3-none.html,desktop,0.93,0.81,1.1 s,0.82,1.5 s,0.81,1.1 s,0.95,1.1 s
https://s-ishizaki.sakura.ne.jp/sample/04/index-test-3-none.html,mobile,0.81,0.29,3.7 s,0.57,3.7 s,0.56,3.7 s,0.85,3.7 s
https://s-ishizaki.sakura.ne.jp/sample/04/index-test-3-auto.html,desktop,0.98,0.97,0.7 s,0.94,1.0 s,0.97,0.7 s,0.99,0.8 s
https://s-ishizaki.sakura.ne.jp/sample/04/index-test-3-auto.html,mobile,0.74,0.6,2.7 s,0.16,5.7 s,0.82,2.7 s,0.88,3.5 s
https://s-ishizaki.sakura.ne.jp/sample/04/index-test-3-auto-all.html,desktop,0.95,0.92,0.9 s,0.87,1.3 s,0.92,0.9 s,0.99,0.9 s
https://s-ishizaki.sakura.ne.jp/sample/04/index-test-3-auto-all.html,mobile,0.69,0.29,3.7 s,0.24,5.2 s,0.57,3.7 s,0.85,3.7 s
https://s-ishizaki.sakura.ne.jp/sample/04/index-test-4-none.html,desktop,0.98,0.97,0.7 s,0.97,0.8 s,0.97,0.7 s,0.91,1.3 s
https://s-ishizaki.sakura.ne.jp/sample/04/index-test-4-none.html,mobile,0.7,0.6,2.7 s,0.03,7.8 s,0.82,2.7 s,0.87,3.6 s
https://s-ishizaki.sakura.ne.jp/sample/04/index-test-4-auto.html,desktop,0.99,0.97,0.7 s,0.98,0.7 s,0.97,0.7 s,0.96,1.1 s
https://s-ishizaki.sakura.ne.jp/sample/04/index-test-4-auto.html,mobile,0.89,0.58,2.7 s,0.82,2.8 s,0.81,2.7 s,0.8,4.0 s
https://s-ishizaki.sakura.ne.jp/sample/04/index-test-4-auto-all.html,desktop,0.98,0.97,0.7 s,0.98,0.8 s,0.97,0.7 s,0.92,1.2 s
https://s-ishizaki.sakura.ne.jp/sample/04/index-test-4-auto-all.html,mobile,0.8,0.59,2.7 s,0.49,4.0 s,0.81,2.7 s,0.72,4.5 s